ccx_id,it_buy,clothing_buy,food_buy,home_buy,ent_buy,tools_buy,stationery_buy,health_buy,skincare_buy,other_buy,it_buy_count,clothing_buy_count,food_buy_count,home_buy_count,ent_buy_count,tools_buy_count,stationery_buy_count,health_buy_count,skincare_buy_count,other_buy_count
79,19.9,118.9,0.0,212.63,0.0,0.0,27.8,177.21,40.099999999999994,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83,138.8,50.5,0.0,9.9,58.0,0.0,97.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
84,0.0,388.0,0.0,12.9,0.0,0.0,39.9,22.8,0.0,142.2,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0
86,0.0,26.700000000000003,0.0,48.5,0.0,0.0,23.3,0.0,35.0,17.8,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,1.0
89,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,34.5,0.0,59.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,0.0,95.8,0.0,88.0,97.0,0.0,129.9,58.0,0.0,58.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0
94,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
96,0.0,126.0,0.0,79.6,0.0,0.0,3.3,35.8,8.9,17.8,0.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0
97,0.0,0.0,16.8,58.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
98,0.0,34.8,0.0,0.0,0.0,0.0,0.0,109.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
101,201.18,100.59,99900.0,755.0399999999998,0.0,100.0,394.39,100.59,99900.0,311.17,6.0,1.0,1.0,62.0,0.0,1.0,12.0,1.0,3.0,6.0
105,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
106,25.0,34.0,234.85000000000002,169.8,0.0,0.0,59.9,67.0,199.8,0.0,1.0,3.0,6.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0
107,0.0,93.5,84.7,18.8,0.0,0.0,25.0,9.8,86.4,48.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0
109,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,0.0,0.0,0.0,106.3,0.0,0.0,59.0,39.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
120,0.0,0.0,0.0,49.8,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
122,5.42,0.0,69.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
124,0.0,163.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,25.0,81.38,0.0,0.0,0.0,0.0,0.0,25.9,17.8,19.9,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
127,0.0,180.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,0.0,401.72,0.0,0.0,0.0,0.0,69.0,0.0,49.0,225.72,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
129,0.0,69.0,0.0,49.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
132,0.0,40.18,39.8,93.3,0.0,0.0,36.5,0.0,58.9,26.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,5.0,1.0
133,35.0,1748.0,43.0,1865.8000000000002,19.8,0.0,82.96,18.0,58.9,0.0,1.0,2.0,2.0,5.0,1.0,0.0,3.0,1.0,2.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,138.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,0.0,55.0,0.0,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,9.6,59.9,0.0,7.9,0.0,0.0,0.0,0.0,0.0,20.96,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
142,33.0,15.98,0.0,0.0,0.0,0.0,0.0,171.58,0.0,233.79000000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,0.0,242.0,98.9,210.0,0.0,0.0,55.699999999999996,0.0,235.8,212.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,5.0,1.0
153,0.0,6.9,0.0,0.0,0.0,0.0,9.9,0.0,9.9,196.06,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0
154,49.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,39.0,78.0,0.0,129.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
156,0.0,114.22,0.0,980.0,0.0,0.0,94.0,0.0,170.0,466.5,0.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0
157,49.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159,27.8,9.8,98.3,0.0,0.0,0.0,28.0,0.0,15.8,28.0,6.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0
160,36.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
162,0.0,39.0,69.9,13.8,0.0,0.0,139.8,0.0,69.9,69.9,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
164,0.0,0.0,0.0,0.0,0.0,0.0,39.9,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
165,14.9,29.9,0.0,20.666,0.0,0.0,16.5,0.0,65.0,94.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
166,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,75.8,49.0,6.9,0.0,0.0,39.9,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
168,0.0,9.8,0.0,84.14,0.0,0.0,188.0,0.0,88.6,0.0,0.0,1.0,0.0,7.0,0.0,0.0,3.0,0.0,8.0,0.0
169,0.0,49.0,0.0,99.0,0.0,0.0,0.0,117.79,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
170,0.0,8.5,132.0,16.8,0.0,0.0,19.2,0.0,133.0,63.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0
171,17.0,19.4,0.0,109.19999999999999,0.0,0.0,233.92000000000002,0.0,0.0,365.0,6.0,1.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,7.0
179,8.0,0.0,62.6,0.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
182,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,39.0,279.8,0.0,39.0,0.0,0.0,61.1,9.9,4.9,0.0,1.0,4.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,23.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
190,29.0,24.9,0.0,53.8,0.0,0.0,75.0,34.9,67.0,28.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0
192,0.0,69.0,0.0,0.0,0.0,0.0,34.8,0.0,74.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
193,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196,0.0,0.0,49.0,327.0,0.0,0.0,0.0,9.9,0.0,69.9,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
198,0.0,19.5,0.0,0.0,0.0,0.0,59.0,0.0,26.0,115.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0
199,31.8,96.2,0.0,96.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,149.0,0.0,0.0,0.0,0.0,26.0,119.0,0.0,45.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0
201,0.0,231.6,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
202,336.0,40.0,0.0,0.0,0.0,82.0,128.0,29.9,0.0,135.0,2.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0
203,18.8,9.9,0.0,0.0,0.0,15.0,9.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
204,28.0,0.0,117.8,0.0,0.0,0.0,28.0,0.0,98.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
205,0.0,76.0,736.8,140.8,0.0,0.0,43.0,0.0,109.0,76.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0
206,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,3.8,335.3,229.51999999999998,361.46,0.0,0.0,139.0,160.0,365.0,78.8,6.0,10.0,2.0,13.0,0.0,0.0,4.0,1.0,2.0,1.0
208,0.0,107.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
209,0.0,82.7,0.0,0.0,0.0,0.0,54.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210,36.0,429.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,119.0,68.99,68.0,0.0,0.0,0.0,62.0,0.0,189.9,39.9,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0
215,19.9,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,38.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220,9.9,487.5,350.5,63.47,0.0,23.57,39.0,0.0,151.62,79.7,2.0,8.0,8.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0
225,41.0,0.0,0.0,0.0,0.0,0.0,79.0,355.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
226,98.0,831.9,79.5,678.09,39.8,322.73,251.9,123.80000000000001,146.0,581.13,1.0,5.0,6.0,20.0,1.0,2.0,13.0,2.0,3.0,8.0
229,16.0,69.0,44.16,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
230,0.0,49.0,0.0,35.0,0.0,0.0,65.0,0.0,14.91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
232,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,185.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
235,0.0,0.0,0.0,8.8,0.0,0.0,0.0,19.9,9.9,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
238,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,944.7,0.0,26.8,0.0,0.0,79.8,0.0,776.0,88.9,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,2.0
242,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,9.8,229.5,0.0,8.8,0.0,0.0,65.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
246,0.0,69.8,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
247,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,118.9,39.98,49.9,0.0,0.0,317.5,0.0,10.9,276.4404,0.0,2.0,3.0,2.0,0.0,0.0,10.0,0.0,2.0,5.0
251,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
252,39.0,664.8499999999999,348.78,1105.27,0.0,0.0,729.01,210.28000000000003,130.01,170.88,2.0,15.0,8.0,18.0,0.0,0.0,16.0,4.0,5.0,6.0
253,0.0,0.0,0.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,65.8,0.0,121.41,0.0,0.0,112.0,0.0,274.0,179.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0,0.0,9.0,2.0
257,0.0,0.0,0.0,0.0,15.8,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
258,0.0,0.0,0.0,119.0,39.8,0.0,29.0,0.0,0.0,248.78,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0
260,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
265,25.0,59.0,32.0,69.0,0.0,0.0,93.9,0.0,0.0,59.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0
268,0.0,131.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
271,0.0,49.0,70.2,119.0,0.0,0.0,119.0,70.2,0.0,177.2,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0
274,25.0,116.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
279,0.0,370.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
281,0.0,74.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
283,0.0,0.0,175.9,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
285,0.0,39.0,0.0,0.0,39.6,0.0,0.0,185.8,19.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
289,0.0,0.0,89.6,0.0,0.0,0.0,29.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
292,55.39,1455.0,0.0,19.9,0.0,0.0,310.9,57.7,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0
293,0.0,0.0,0.0,35.8,0.0,0.0,25.9,0.0,1280.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,21.0,0.0,1.0,1.0
